"","year","country_sector","country","sector","ecp","CO2"
"30625",2021,"Bahamas (BHS) Household final consumption P.3h","Bahamas","Household final consumption P.3h",0,1004.47457262002
"30626",2021,"Bahamas (BHS) Non-profit institutions serving households P.3n","Bahamas","Non-profit institutions serving households P.3n",NA,0
"30627",2021,"Bahamas (BHS) Government final consumption P.3g","Bahamas","Government final consumption P.3g",NA,0
"30628",2021,"Bahamas (BHS) Gross fixed capital formation P.51","Bahamas","Gross fixed capital formation P.51",NA,0
"30629",2021,"Bahamas (BHS) Changes in inventories P.52","Bahamas","Changes in inventories P.52",NA,0
"30630",2021,"Bahamas (BHS) Acquisitions less disposals of valuables P.53","Bahamas","Acquisitions less disposals of valuables P.53",NA,0
"30631",2021,"Bosnia and Herzegovina (BIH) Household final consumption P.3h","Bosnia and Herzegovina","Household final consumption P.3h",0,2536.31507765759
"30632",2021,"Bosnia and Herzegovina (BIH) Non-profit institutions serving households P.3n","Bosnia and Herzegovina","Non-profit institutions serving households P.3n",NA,0
"30633",2021,"Bosnia and Herzegovina (BIH) Government final consumption P.3g","Bosnia and Herzegovina","Government final consumption P.3g",NA,0
"30634",2021,"Bosnia and Herzegovina (BIH) Gross fixed capital formation P.51","Bosnia and Herzegovina","Gross fixed capital formation P.51",NA,0
"30635",2021,"Bosnia and Herzegovina (BIH) Changes in inventories P.52","Bosnia and Herzegovina","Changes in inventories P.52",NA,0
"30636",2021,"Bosnia and Herzegovina (BIH) Acquisitions less disposals of valuables P.53","Bosnia and Herzegovina","Acquisitions less disposals of valuables P.53",NA,0
"30637",2021,"Belarus (BLR) Household final consumption P.3h","Belarus","Household final consumption P.3h",0,12947.0497226236
"30638",2021,"Belarus (BLR) Non-profit institutions serving households P.3n","Belarus","Non-profit institutions serving households P.3n",NA,0
"30639",2021,"Belarus (BLR) Government final consumption P.3g","Belarus","Government final consumption P.3g",NA,0
"30640",2021,"Belarus (BLR) Gross fixed capital formation P.51","Belarus","Gross fixed capital formation P.51",NA,0
"30641",2021,"Belarus (BLR) Changes in inventories P.52","Belarus","Changes in inventories P.52",NA,0
"30642",2021,"Belarus (BLR) Acquisitions less disposals of valuables P.53","Belarus","Acquisitions less disposals of valuables P.53",NA,0
"30643",2021,"Belize (BLZ) Household final consumption P.3h","Belize","Household final consumption P.3h",0,190.436251846917
"30644",2021,"Belize (BLZ) Non-profit institutions serving households P.3n","Belize","Non-profit institutions serving households P.3n",NA,0
"30645",2021,"Belize (BLZ) Government final consumption P.3g","Belize","Government final consumption P.3g",NA,0
"30646",2021,"Belize (BLZ) Gross fixed capital formation P.51","Belize","Gross fixed capital formation P.51",NA,0
"30647",2021,"Belize (BLZ) Changes in inventories P.52","Belize","Changes in inventories P.52",NA,0
"30648",2021,"Belize (BLZ) Acquisitions less disposals of valuables P.53","Belize","Acquisitions less disposals of valuables P.53",NA,0
"30649",2021,"Bolivia (BOL) Household final consumption P.3h","Bolivia","Household final consumption P.3h",0,4503.44308099107
"30650",2021,"Bolivia (BOL) Non-profit institutions serving households P.3n","Bolivia","Non-profit institutions serving households P.3n",NA,0
"30651",2021,"Bolivia (BOL) Government final consumption P.3g","Bolivia","Government final consumption P.3g",NA,0
"30652",2021,"Bolivia (BOL) Gross fixed capital formation P.51","Bolivia","Gross fixed capital formation P.51",NA,0
"30653",2021,"Bolivia (BOL) Changes in inventories P.52","Bolivia","Changes in inventories P.52",NA,0
"30654",2021,"Bolivia (BOL) Acquisitions less disposals of valuables P.53","Bolivia","Acquisitions less disposals of valuables P.53",NA,0
"30655",2021,"Brazil (BRA) Household final consumption P.3h","Brazil","Household final consumption P.3h",0,150615.622123396
"30656",2021,"Brazil (BRA) Non-profit institutions serving households P.3n","Brazil","Non-profit institutions serving households P.3n",NA,0
"30657",2021,"Brazil (BRA) Government final consumption P.3g","Brazil","Government final consumption P.3g",NA,0
"30658",2021,"Brazil (BRA) Gross fixed capital formation P.51","Brazil","Gross fixed capital formation P.51",NA,0
"30659",2021,"Brazil (BRA) Changes in inventories P.52","Brazil","Changes in inventories P.52",NA,0
"30660",2021,"Brazil (BRA) Acquisitions less disposals of valuables P.53","Brazil","Acquisitions less disposals of valuables P.53",NA,0
"30661",2021,"Brunei Darussalam (BRN) Household final consumption P.3h","Brunei Darussalam","Household final consumption P.3h",0,926.926942883309
"30662",2021,"Brunei Darussalam (BRN) Non-profit institutions serving households P.3n","Brunei Darussalam","Non-profit institutions serving households P.3n",NA,0
"30663",2021,"Brunei Darussalam (BRN) Government final consumption P.3g","Brunei Darussalam","Government final consumption P.3g",NA,0
"30664",2021,"Brunei Darussalam (BRN) Gross fixed capital formation P.51","Brunei Darussalam","Gross fixed capital formation P.51",NA,0
"30665",2021,"Brunei Darussalam (BRN) Changes in inventories P.52","Brunei Darussalam","Changes in inventories P.52",NA,0
"30666",2021,"Brunei Darussalam (BRN) Acquisitions less disposals of valuables P.53","Brunei Darussalam","Acquisitions less disposals of valuables P.53",NA,0
"30667",2021,"Bhutan (BTN) Household final consumption P.3h","Bhutan","Household final consumption P.3h",0,195.609501779811
"30668",2021,"Bhutan (BTN) Non-profit institutions serving households P.3n","Bhutan","Non-profit institutions serving households P.3n",NA,0
"30669",2021,"Bhutan (BTN) Government final consumption P.3g","Bhutan","Government final consumption P.3g",NA,0
"30670",2021,"Bhutan (BTN) Gross fixed capital formation P.51","Bhutan","Gross fixed capital formation P.51",NA,0
"30671",2021,"Bhutan (BTN) Changes in inventories P.52","Bhutan","Changes in inventories P.52",NA,0
"30672",2021,"Bhutan (BTN) Acquisitions less disposals of valuables P.53","Bhutan","Acquisitions less disposals of valuables P.53",NA,0
"30673",2021,"Botswana (BWA) Household final consumption P.3h","Botswana","Household final consumption P.3h",0,956.680460551035
"30674",2021,"Botswana (BWA) Non-profit institutions serving households P.3n","Botswana","Non-profit institutions serving households P.3n",NA,0
"30675",2021,"Botswana (BWA) Government final consumption P.3g","Botswana","Government final consumption P.3g",NA,0
"30676",2021,"Botswana (BWA) Gross fixed capital formation P.51","Botswana","Gross fixed capital formation P.51",NA,0
"30677",2021,"Botswana (BWA) Changes in inventories P.52","Botswana","Changes in inventories P.52",NA,0
"30678",2021,"Botswana (BWA) Acquisitions less disposals of valuables P.53","Botswana","Acquisitions less disposals of valuables P.53",NA,0
"30679",2021,"Central African Republic (CAF) Household final consumption P.3h","Central African Republic","Household final consumption P.3h",0,90.713688564803
"30680",2021,"Central African Republic (CAF) Non-profit institutions serving households P.3n","Central African Republic","Non-profit institutions serving households P.3n",NA,0
"30681",2021,"Central African Republic (CAF) Government final consumption P.3g","Central African Republic","Government final consumption P.3g",NA,0
"30682",2021,"Central African Republic (CAF) Gross fixed capital formation P.51","Central African Republic","Gross fixed capital formation P.51",NA,0
"30683",2021,"Central African Republic (CAF) Changes in inventories P.52","Central African Republic","Changes in inventories P.52",NA,0
"30684",2021,"Central African Republic (CAF) Acquisitions less disposals of valuables P.53","Central African Republic","Acquisitions less disposals of valuables P.53",NA,0
"30685",2021,"Canada (CAN) Household final consumption P.3h","Canada","Household final consumption P.3h",0,182621.18853872
"30686",2021,"Canada (CAN) Non-profit institutions serving households P.3n","Canada","Non-profit institutions serving households P.3n",NA,0
"30687",2021,"Canada (CAN) Government final consumption P.3g","Canada","Government final consumption P.3g",NA,0
"30688",2021,"Canada (CAN) Gross fixed capital formation P.51","Canada","Gross fixed capital formation P.51",NA,0
"30689",2021,"Canada (CAN) Changes in inventories P.52","Canada","Changes in inventories P.52",NA,0
"30690",2021,"Canada (CAN) Acquisitions less disposals of valuables P.53","Canada","Acquisitions less disposals of valuables P.53",NA,0
"30691",2021,"Switzerland (CHE) Household final consumption P.3h","Switzerland","Household final consumption P.3h",49.1064641089668,20504.2522027502
"30692",2021,"Switzerland (CHE) Non-profit institutions serving households P.3n","Switzerland","Non-profit institutions serving households P.3n",NA,0
"30693",2021,"Switzerland (CHE) Government final consumption P.3g","Switzerland","Government final consumption P.3g",NA,0
"30694",2021,"Switzerland (CHE) Gross fixed capital formation P.51","Switzerland","Gross fixed capital formation P.51",NA,0
"30695",2021,"Switzerland (CHE) Changes in inventories P.52","Switzerland","Changes in inventories P.52",NA,0
"30696",2021,"Switzerland (CHE) Acquisitions less disposals of valuables P.53","Switzerland","Acquisitions less disposals of valuables P.53",NA,0
"30697",2021,"Chile (CHL) Household final consumption P.3h","Chile","Household final consumption P.3h",0,19490.5680696707
"30698",2021,"Chile (CHL) Non-profit institutions serving households P.3n","Chile","Non-profit institutions serving households P.3n",NA,0
"30699",2021,"Chile (CHL) Government final consumption P.3g","Chile","Government final consumption P.3g",NA,0
"30700",2021,"Chile (CHL) Gross fixed capital formation P.51","Chile","Gross fixed capital formation P.51",NA,0
"30701",2021,"Chile (CHL) Changes in inventories P.52","Chile","Changes in inventories P.52",NA,0
"30702",2021,"Chile (CHL) Acquisitions less disposals of valuables P.53","Chile","Acquisitions less disposals of valuables P.53",NA,0
"30703",2021,"China (CHN) Household final consumption P.3h","China","Household final consumption P.3h",0,1076773.30948769
"30704",2021,"China (CHN) Non-profit institutions serving households P.3n","China","Non-profit institutions serving households P.3n",NA,0
"30705",2021,"China (CHN) Government final consumption P.3g","China","Government final consumption P.3g",NA,0
"30706",2021,"China (CHN) Gross fixed capital formation P.51","China","Gross fixed capital formation P.51",NA,0
"30707",2021,"China (CHN) Changes in inventories P.52","China","Changes in inventories P.52",NA,0
"30708",2021,"China (CHN) Acquisitions less disposals of valuables P.53","China","Acquisitions less disposals of valuables P.53",NA,0
"30709",2021,"Cote d'Ivoire (CIV) Household final consumption P.3h","Cote d'Ivoire","Household final consumption P.3h",0,2680.09398082684
"30710",2021,"Cote d'Ivoire (CIV) Non-profit institutions serving households P.3n","Cote d'Ivoire","Non-profit institutions serving households P.3n",NA,0
"30711",2021,"Cote d'Ivoire (CIV) Government final consumption P.3g","Cote d'Ivoire","Government final consumption P.3g",NA,0
"30712",2021,"Cote d'Ivoire (CIV) Gross fixed capital formation P.51","Cote d'Ivoire","Gross fixed capital formation P.51",NA,0
"30713",2021,"Cote d'Ivoire (CIV) Changes in inventories P.52","Cote d'Ivoire","Changes in inventories P.52",NA,0
"30714",2021,"Cote d'Ivoire (CIV) Acquisitions less disposals of valuables P.53","Cote d'Ivoire","Acquisitions less disposals of valuables P.53",NA,0
"30715",2021,"Cameroon (CMR) Household final consumption P.3h","Cameroon","Household final consumption P.3h",0,2442.20717171707
"30716",2021,"Cameroon (CMR) Non-profit institutions serving households P.3n","Cameroon","Non-profit institutions serving households P.3n",NA,0
"30717",2021,"Cameroon (CMR) Government final consumption P.3g","Cameroon","Government final consumption P.3g",NA,0
"30718",2021,"Cameroon (CMR) Gross fixed capital formation P.51","Cameroon","Gross fixed capital formation P.51",NA,0
"30719",2021,"Cameroon (CMR) Changes in inventories P.52","Cameroon","Changes in inventories P.52",NA,0
"30720",2021,"Cameroon (CMR) Acquisitions less disposals of valuables P.53","Cameroon","Acquisitions less disposals of valuables P.53",NA,0
"30721",2021,"DR Congo (COD) Household final consumption P.3h","DR Congo","Household final consumption P.3h",0,1093.53499709134
"30722",2021,"DR Congo (COD) Non-profit institutions serving households P.3n","DR Congo","Non-profit institutions serving households P.3n",NA,0
"30723",2021,"DR Congo (COD) Government final consumption P.3g","DR Congo","Government final consumption P.3g",NA,0
"30724",2021,"DR Congo (COD) Gross fixed capital formation P.51","DR Congo","Gross fixed capital formation P.51",NA,0
"30725",2021,"DR Congo (COD) Changes in inventories P.52","DR Congo","Changes in inventories P.52",NA,0
"30726",2021,"DR Congo (COD) Acquisitions less disposals of valuables P.53","DR Congo","Acquisitions less disposals of valuables P.53",NA,0
"30727",2021,"Rep Congo (COG) Household final consumption P.3h","Rep Congo","Household final consumption P.3h",0,782.503552904258
"30728",2021,"Rep Congo (COG) Non-profit institutions serving households P.3n","Rep Congo","Non-profit institutions serving households P.3n",NA,0
"30729",2021,"Rep Congo (COG) Government final consumption P.3g","Rep Congo","Government final consumption P.3g",NA,0
"30730",2021,"Rep Congo (COG) Gross fixed capital formation P.51","Rep Congo","Gross fixed capital formation P.51",NA,0
"30731",2021,"Rep Congo (COG) Changes in inventories P.52","Rep Congo","Changes in inventories P.52",NA,0
"30732",2021,"Rep Congo (COG) Acquisitions less disposals of valuables P.53","Rep Congo","Acquisitions less disposals of valuables P.53",NA,0
"30733",2021,"Colombia (COL) Household final consumption P.3h","Colombia","Household final consumption P.3h",0,17975.6122078278
"30734",2021,"Colombia (COL) Non-profit institutions serving households P.3n","Colombia","Non-profit institutions serving households P.3n",NA,0
"30735",2021,"Colombia (COL) Government final consumption P.3g","Colombia","Government final consumption P.3g",NA,0
"30736",2021,"Colombia (COL) Gross fixed capital formation P.51","Colombia","Gross fixed capital formation P.51",NA,0
"30737",2021,"Colombia (COL) Changes in inventories P.52","Colombia","Changes in inventories P.52",NA,0
"30738",2021,"Colombia (COL) Acquisitions less disposals of valuables P.53","Colombia","Acquisitions less disposals of valuables P.53",NA,0
"30739",2021,"Costa Rica (CRI) Household final consumption P.3h","Costa Rica","Household final consumption P.3h",0,3633.52206898768
"30740",2021,"Costa Rica (CRI) Non-profit institutions serving households P.3n","Costa Rica","Non-profit institutions serving households P.3n",NA,0
"30741",2021,"Costa Rica (CRI) Government final consumption P.3g","Costa Rica","Government final consumption P.3g",NA,0
"30742",2021,"Costa Rica (CRI) Gross fixed capital formation P.51","Costa Rica","Gross fixed capital formation P.51",NA,0
"30743",2021,"Costa Rica (CRI) Changes in inventories P.52","Costa Rica","Changes in inventories P.52",NA,0
"30744",2021,"Costa Rica (CRI) Acquisitions less disposals of valuables P.53","Costa Rica","Acquisitions less disposals of valuables P.53",NA,0
"30745",2021,"Cuba (CUB) Household final consumption P.3h","Cuba","Household final consumption P.3h",0,1994.15683131875
"30746",2021,"Cuba (CUB) Non-profit institutions serving households P.3n","Cuba","Non-profit institutions serving households P.3n",NA,0
"30747",2021,"Cuba (CUB) Government final consumption P.3g","Cuba","Government final consumption P.3g",NA,0
"30748",2021,"Cuba (CUB) Gross fixed capital formation P.51","Cuba","Gross fixed capital formation P.51",NA,0
"30749",2021,"Cuba (CUB) Changes in inventories P.52","Cuba","Changes in inventories P.52",NA,0
"30750",2021,"Cuba (CUB) Acquisitions less disposals of valuables P.53","Cuba","Acquisitions less disposals of valuables P.53",NA,0
"30751",2021,"Cyprus (CYP) Household final consumption P.3h","Cyprus","Household final consumption P.3h",0,1518.88932439336
"30752",2021,"Cyprus (CYP) Non-profit institutions serving households P.3n","Cyprus","Non-profit institutions serving households P.3n",NA,0
"30753",2021,"Cyprus (CYP) Government final consumption P.3g","Cyprus","Government final consumption P.3g",NA,0
"30754",2021,"Cyprus (CYP) Gross fixed capital formation P.51","Cyprus","Gross fixed capital formation P.51",NA,0
"30755",2021,"Cyprus (CYP) Changes in inventories P.52","Cyprus","Changes in inventories P.52",NA,0
"30756",2021,"Cyprus (CYP) Acquisitions less disposals of valuables P.53","Cyprus","Acquisitions less disposals of valuables P.53",NA,0
"30757",2021,"CSSR/Czech Republic (1990/1991) (CZE) Household final consumption P.3h","CSSR/Czech Republic (1990/1991)","Household final consumption P.3h",0,24915.0476054889
"30758",2021,"CSSR/Czech Republic (1990/1991) (CZE) Non-profit institutions serving households P.3n","CSSR/Czech Republic (1990/1991)","Non-profit institutions serving households P.3n",NA,0
"30759",2021,"CSSR/Czech Republic (1990/1991) (CZE) Government final consumption P.3g","CSSR/Czech Republic (1990/1991)","Government final consumption P.3g",NA,0
"30760",2021,"CSSR/Czech Republic (1990/1991) (CZE) Gross fixed capital formation P.51","CSSR/Czech Republic (1990/1991)","Gross fixed capital formation P.51",NA,0
"30761",2021,"CSSR/Czech Republic (1990/1991) (CZE) Changes in inventories P.52","CSSR/Czech Republic (1990/1991)","Changes in inventories P.52",NA,0
"30762",2021,"CSSR/Czech Republic (1990/1991) (CZE) Acquisitions less disposals of valuables P.53","CSSR/Czech Republic (1990/1991)","Acquisitions less disposals of valuables P.53",NA,0
"30763",2021,"Germany (DEU) Household final consumption P.3h","Germany","Household final consumption P.3h",28.7661642770288,243993.198503581
"30764",2021,"Germany (DEU) Non-profit institutions serving households P.3n","Germany","Non-profit institutions serving households P.3n",NA,0
"30765",2021,"Germany (DEU) Government final consumption P.3g","Germany","Government final consumption P.3g",NA,0
"30766",2021,"Germany (DEU) Gross fixed capital formation P.51","Germany","Gross fixed capital formation P.51",NA,0
"30767",2021,"Germany (DEU) Changes in inventories P.52","Germany","Changes in inventories P.52",NA,0
"30768",2021,"Germany (DEU) Acquisitions less disposals of valuables P.53","Germany","Acquisitions less disposals of valuables P.53",NA,0
"30769",2021,"Djibouti (DJI) Household final consumption P.3h","Djibouti","Household final consumption P.3h",0,188.933297084533
"30770",2021,"Djibouti (DJI) Non-profit institutions serving households P.3n","Djibouti","Non-profit institutions serving households P.3n",NA,0
"30771",2021,"Djibouti (DJI) Government final consumption P.3g","Djibouti","Government final consumption P.3g",NA,0
"30772",2021,"Djibouti (DJI) Gross fixed capital formation P.51","Djibouti","Gross fixed capital formation P.51",NA,0
"30773",2021,"Djibouti (DJI) Changes in inventories P.52","Djibouti","Changes in inventories P.52",NA,0
"30774",2021,"Djibouti (DJI) Acquisitions less disposals of valuables P.53","Djibouti","Acquisitions less disposals of valuables P.53",NA,0
"30775",2021,"DR Yemen (Aden) (DYE) Household final consumption P.3h","DR Yemen (Aden)","Household final consumption P.3h",NA,0
"30776",2021,"DR Yemen (Aden) (DYE) Non-profit institutions serving households P.3n","DR Yemen (Aden)","Non-profit institutions serving households P.3n",NA,0
"30777",2021,"DR Yemen (Aden) (DYE) Government final consumption P.3g","DR Yemen (Aden)","Government final consumption P.3g",NA,0
"30778",2021,"DR Yemen (Aden) (DYE) Gross fixed capital formation P.51","DR Yemen (Aden)","Gross fixed capital formation P.51",NA,0
"30779",2021,"DR Yemen (Aden) (DYE) Changes in inventories P.52","DR Yemen (Aden)","Changes in inventories P.52",NA,0
"30780",2021,"DR Yemen (Aden) (DYE) Acquisitions less disposals of valuables P.53","DR Yemen (Aden)","Acquisitions less disposals of valuables P.53",NA,0
"30781",2021,"Denmark (DNK) Household final consumption P.3h","Denmark","Household final consumption P.3h",29.8758724698217,10584.3114096605
"30782",2021,"Denmark (DNK) Non-profit institutions serving households P.3n","Denmark","Non-profit institutions serving households P.3n",NA,0
"30783",2021,"Denmark (DNK) Government final consumption P.3g","Denmark","Government final consumption P.3g",NA,0
"30784",2021,"Denmark (DNK) Gross fixed capital formation P.51","Denmark","Gross fixed capital formation P.51",NA,0
"30785",2021,"Denmark (DNK) Changes in inventories P.52","Denmark","Changes in inventories P.52",NA,0
"30786",2021,"Denmark (DNK) Acquisitions less disposals of valuables P.53","Denmark","Acquisitions less disposals of valuables P.53",NA,0
"30787",2021,"Dominican Republic (DOM) Household final consumption P.3h","Dominican Republic","Household final consumption P.3h",0,4225.06719297117
"30788",2021,"Dominican Republic (DOM) Non-profit institutions serving households P.3n","Dominican Republic","Non-profit institutions serving households P.3n",NA,0
"30789",2021,"Dominican Republic (DOM) Government final consumption P.3g","Dominican Republic","Government final consumption P.3g",NA,0
"30790",2021,"Dominican Republic (DOM) Gross fixed capital formation P.51","Dominican Republic","Gross fixed capital formation P.51",NA,0
"30791",2021,"Dominican Republic (DOM) Changes in inventories P.52","Dominican Republic","Changes in inventories P.52",NA,0
"30792",2021,"Dominican Republic (DOM) Acquisitions less disposals of valuables P.53","Dominican Republic","Acquisitions less disposals of valuables P.53",NA,0
"30793",2021,"Algeria (DZA) Household final consumption P.3h","Algeria","Household final consumption P.3h",0,50702.9576600972
"30794",2021,"Algeria (DZA) Non-profit institutions serving households P.3n","Algeria","Non-profit institutions serving households P.3n",NA,0
"30795",2021,"Algeria (DZA) Government final consumption P.3g","Algeria","Government final consumption P.3g",NA,0
"30796",2021,"Algeria (DZA) Gross fixed capital formation P.51","Algeria","Gross fixed capital formation P.51",NA,0
"30797",2021,"Algeria (DZA) Changes in inventories P.52","Algeria","Changes in inventories P.52",NA,0
"30798",2021,"Algeria (DZA) Acquisitions less disposals of valuables P.53","Algeria","Acquisitions less disposals of valuables P.53",NA,0
"30799",2021,"Ecuador (ECU) Household final consumption P.3h","Ecuador","Household final consumption P.3h",0,8927.37745172916
"30800",2021,"Ecuador (ECU) Non-profit institutions serving households P.3n","Ecuador","Non-profit institutions serving households P.3n",NA,0
"30801",2021,"Ecuador (ECU) Government final consumption P.3g","Ecuador","Government final consumption P.3g",NA,0
"30802",2021,"Ecuador (ECU) Gross fixed capital formation P.51","Ecuador","Gross fixed capital formation P.51",NA,0
"30803",2021,"Ecuador (ECU) Changes in inventories P.52","Ecuador","Changes in inventories P.52",NA,0
"30804",2021,"Ecuador (ECU) Acquisitions less disposals of valuables P.53","Ecuador","Acquisitions less disposals of valuables P.53",NA,0
"30805",2021,"Egypt (EGY) Household final consumption P.3h","Egypt","Household final consumption P.3h",0,39486.3825274991
"30806",2021,"Egypt (EGY) Non-profit institutions serving households P.3n","Egypt","Non-profit institutions serving households P.3n",NA,0
"30807",2021,"Egypt (EGY) Government final consumption P.3g","Egypt","Government final consumption P.3g",NA,0
"30808",2021,"Egypt (EGY) Gross fixed capital formation P.51","Egypt","Gross fixed capital formation P.51",NA,0
"30809",2021,"Egypt (EGY) Changes in inventories P.52","Egypt","Changes in inventories P.52",NA,0
"30810",2021,"Egypt (EGY) Acquisitions less disposals of valuables P.53","Egypt","Acquisitions less disposals of valuables P.53",NA,0
"30811",2021,"Eritrea (ERI) Household final consumption P.3h","Eritrea","Household final consumption P.3h",0,206.31951692616
"30812",2021,"Eritrea (ERI) Non-profit institutions serving households P.3n","Eritrea","Non-profit institutions serving households P.3n",NA,0
"30813",2021,"Eritrea (ERI) Government final consumption P.3g","Eritrea","Government final consumption P.3g",NA,0
"30814",2021,"Eritrea (ERI) Gross fixed capital formation P.51","Eritrea","Gross fixed capital formation P.51",NA,0
"30815",2021,"Eritrea (ERI) Changes in inventories P.52","Eritrea","Changes in inventories P.52",NA,0
"30816",2021,"Eritrea (ERI) Acquisitions less disposals of valuables P.53","Eritrea","Acquisitions less disposals of valuables P.53",NA,0
"30817",2021,"Spain (ESP) Household final consumption P.3h","Spain","Household final consumption P.3h",0,81918.4818365834
"30818",2021,"Spain (ESP) Non-profit institutions serving households P.3n","Spain","Non-profit institutions serving households P.3n",NA,0
"30819",2021,"Spain (ESP) Government final consumption P.3g","Spain","Government final consumption P.3g",NA,0
"30820",2021,"Spain (ESP) Gross fixed capital formation P.51","Spain","Gross fixed capital formation P.51",NA,0
"30821",2021,"Spain (ESP) Changes in inventories P.52","Spain","Changes in inventories P.52",NA,0
"30822",2021,"Spain (ESP) Acquisitions less disposals of valuables P.53","Spain","Acquisitions less disposals of valuables P.53",NA,0
"30823",2021,"Estonia (EST) Household final consumption P.3h","Estonia","Household final consumption P.3h",0,2546.442079034
"30824",2021,"Estonia (EST) Non-profit institutions serving households P.3n","Estonia","Non-profit institutions serving households P.3n",NA,0
"30825",2021,"Estonia (EST) Government final consumption P.3g","Estonia","Government final consumption P.3g",NA,0
"30826",2021,"Estonia (EST) Gross fixed capital formation P.51","Estonia","Gross fixed capital formation P.51",NA,0
"30827",2021,"Estonia (EST) Changes in inventories P.52","Estonia","Changes in inventories P.52",NA,0
"30828",2021,"Estonia (EST) Acquisitions less disposals of valuables P.53","Estonia","Acquisitions less disposals of valuables P.53",NA,0
"30829",2021,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Household final consumption P.3h","Ethiopia/DR Ethiopia (1992/1993)","Household final consumption P.3h",0,5362.3124242735
"30830",2021,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Non-profit institutions serving households P.3n","Ethiopia/DR Ethiopia (1992/1993)","Non-profit institutions serving households P.3n",NA,0
"30831",2021,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Government final consumption P.3g","Ethiopia/DR Ethiopia (1992/1993)","Government final consumption P.3g",NA,0
"30832",2021,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Gross fixed capital formation P.51","Ethiopia/DR Ethiopia (1992/1993)","Gross fixed capital formation P.51",NA,0
"30833",2021,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Changes in inventories P.52","Ethiopia/DR Ethiopia (1992/1993)","Changes in inventories P.52",NA,0
"30834",2021,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Acquisitions less disposals of valuables P.53","Ethiopia/DR Ethiopia (1992/1993)","Acquisitions less disposals of valuables P.53",NA,0
"30835",2021,"Finland (FIN) Household final consumption P.3h","Finland","Household final consumption P.3h",69.9698471121716,11119.4236917731
"30836",2021,"Finland (FIN) Non-profit institutions serving households P.3n","Finland","Non-profit institutions serving households P.3n",NA,0
"30837",2021,"Finland (FIN) Government final consumption P.3g","Finland","Government final consumption P.3g",NA,0
"30838",2021,"Finland (FIN) Gross fixed capital formation P.51","Finland","Gross fixed capital formation P.51",NA,0
"30839",2021,"Finland (FIN) Changes in inventories P.52","Finland","Changes in inventories P.52",NA,0
"30840",2021,"Finland (FIN) Acquisitions less disposals of valuables P.53","Finland","Acquisitions less disposals of valuables P.53",NA,0
"30841",2021,"France (FRA) Household final consumption P.3h","France","Household final consumption P.3h",46.94297464736,159419.045982502
"30842",2021,"France (FRA) Non-profit institutions serving households P.3n","France","Non-profit institutions serving households P.3n",NA,0
"30843",2021,"France (FRA) Government final consumption P.3g","France","Government final consumption P.3g",NA,0
"30844",2021,"France (FRA) Gross fixed capital formation P.51","France","Gross fixed capital formation P.51",NA,0
"30845",2021,"France (FRA) Changes in inventories P.52","France","Changes in inventories P.52",NA,0
"30846",2021,"France (FRA) Acquisitions less disposals of valuables P.53","France","Acquisitions less disposals of valuables P.53",NA,0
"30847",2021,"Gabon (GAB) Household final consumption P.3h","Gabon","Household final consumption P.3h",0,284.805821435547
"30848",2021,"Gabon (GAB) Non-profit institutions serving households P.3n","Gabon","Non-profit institutions serving households P.3n",NA,0
"30849",2021,"Gabon (GAB) Government final consumption P.3g","Gabon","Government final consumption P.3g",NA,0
"30850",2021,"Gabon (GAB) Gross fixed capital formation P.51","Gabon","Gross fixed capital formation P.51",NA,0
"30851",2021,"Gabon (GAB) Changes in inventories P.52","Gabon","Changes in inventories P.52",NA,0
"30852",2021,"Gabon (GAB) Acquisitions less disposals of valuables P.53","Gabon","Acquisitions less disposals of valuables P.53",NA,0
"30853",2021,"United Kingdom (GBR) Household final consumption P.3h","United Kingdom","Household final consumption P.3h",0,160899.564864013
"30854",2021,"United Kingdom (GBR) Non-profit institutions serving households P.3n","United Kingdom","Non-profit institutions serving households P.3n",NA,0
"30855",2021,"United Kingdom (GBR) Government final consumption P.3g","United Kingdom","Government final consumption P.3g",NA,0
"30856",2021,"United Kingdom (GBR) Gross fixed capital formation P.51","United Kingdom","Gross fixed capital formation P.51",NA,0
"30857",2021,"United Kingdom (GBR) Changes in inventories P.52","United Kingdom","Changes in inventories P.52",NA,0
"30858",2021,"United Kingdom (GBR) Acquisitions less disposals of valuables P.53","United Kingdom","Acquisitions less disposals of valuables P.53",NA,0
"30859",2021,"Georgia (GEO) Household final consumption P.3h","Georgia","Household final consumption P.3h",0,4533.81804251111
"30860",2021,"Georgia (GEO) Non-profit institutions serving households P.3n","Georgia","Non-profit institutions serving households P.3n",NA,0
"30861",2021,"Georgia (GEO) Government final consumption P.3g","Georgia","Government final consumption P.3g",NA,0
"30862",2021,"Georgia (GEO) Gross fixed capital formation P.51","Georgia","Gross fixed capital formation P.51",NA,0
"30863",2021,"Georgia (GEO) Changes in inventories P.52","Georgia","Changes in inventories P.52",NA,0
"30864",2021,"Georgia (GEO) Acquisitions less disposals of valuables P.53","Georgia","Acquisitions less disposals of valuables P.53",NA,0
