"year","country","gloria_sector","gloria_sector_name","paidShare_a_md","paidShare_a_um","paidShare_a_wm","sum_verified","sum_allocatedFreeM","sum_allocatedTotal","sum_surrendered","n_installations"
2018,"Portugal","66_67_68_70","Aggregate (see variable gloria_sector)",0.32439117176454,0.41219558588227,0.259425078149622,663151,498185,498185,663151,4
2018,"Portugal","70","Dyes, paints, glues, detergents and other chemical products",0,0,0,18870,21363,21363,18870,1
2018,"Portugal","73","Clay building materials",0,0.0505773606761968,0.0806320287788245,405298,506958,512456,408541,45
2018,"Portugal","74","Glass and other ceramics n.e.c.",0.21802405280085,0.247122247462874,0.299303414067939,665101,470942,470942,665101,10
2018,"Portugal","75","Cement, lime and plaster products",0,0.0851111652234699,0.030443765698084,4017210,5537261,5540289,3966074,11
2018,"Portugal","76","Other non-metallic mineral products n.e.c.",0.24950495049505,0.181345459256613,0.125709461044139,63957,69879,69879,64060,3
2018,"Portugal","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0.0219733016124769,0.00836614792355983,158974,204231,204231,158974,3
2018,"Portugal","87","Motor vehicles, trailers and semi-trailers",0.433060411595486,0.433060411595486,0.433060411595486,18076,10248,10248,18076,1
2018,"Portugal","93","Electric power generation, transmission and distribution",0.561051539259772,0.648859900604181,0.753224393813963,333396,82274,82274,333396,9
2018,"Portugal","93_94","Aggregate (see variable gloria_sector)",0.395785891243963,0.395785891243963,0.395785891243963,119883,72435,72435,119883,1
2018,"Portugal","94","Distribution of gaseous fuels through mains",0.883168767052098,0.883168767052098,0.882485543467608,61218,7194,21641,61218,2
2018,"Portugal","105","Air transport",0.945255474452555,0.793465038686988,0.663786458885968,1498503,503817,503817,1498503,5
2018,"Romania","20","Raising of animals n.e.c.; services to agriculture",0.544675239037257,0.544675239037257,0.544675239037257,3033,1381,1381,3033,1
2018,"Romania","26","Petroleum extraction",0,0,0,10838,19783,19783,10838,1
2018,"Romania","27","Gas extraction",0.545726590882563,0.445288557119537,0.545850879685845,154828,76570,76570,154828,4
2018,"Romania","51","Sugar refining; cocoa, chocolate and confectionery",0,0.126886459931211,0.225146999597261,62075,83694,103786,62075,5
2018,"Romania","52_53","Aggregate (see variable gloria_sector)",0,0,0,1538,22025,22025,1538,2
2018,"Romania","55","Alcoholic and other  beverages",0.59768841038632,0.642670936876669,0.656747231664338,47953,16460,16460,47953,5
2018,"Romania","59","Sawmill products",0.0451530002390629,0.272576500119531,0.222184264856595,67327,108060,145050,67327,4
2018,"Romania","60","Pulp and paper",0.532775393665448,0.537399809723596,0.535957537627823,161649,75012,117209,161649,8
2018,"Romania","63","Refined petroleum products",0.347630765835356,0.266730242914467,0.271365543336198,1384870,1009064,1149324,1384870,3
2018,"Romania","64","Nitrogenous fertilizers",0.233134255951985,0.233134255951985,0.45739529701031,2067706,1365233,1374347,2065301,2
2018,"Romania","66","Basic petrochemical products",0,0,0,61656,65456,65456,61656,1
2018,"Romania","66_67_68_70","Aggregate (see variable gloria_sector)",0.199291838789183,0.355733793850182,0.202820158570703,435011,593042,765320,428810,5
2018,"Romania","71","Rubber products",0.183723946126355,0.268435764874524,0.41059162858927,100891,59466,71183,100891,4
2018,"Romania","73","Clay building materials",0.314730318714247,0.281739265582767,0.274824807221762,264423,193276,202442,264423,13
2018,"Romania","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,7814,7963,7963,7814,1
2018,"Romania","74","Glass and other ceramics n.e.c.",0.0740048370133954,0.146665491282978,0.203858813997063,197470,160313,178188,197470,4
2018,"Romania","75","Cement, lime and plaster products",0.110054563275627,0.120815397192133,0.119272814406843,6084664,6124164,6263393,6084664,13
2018,"Romania","76","Other non-metallic mineral products n.e.c.",0.370294255021018,0.370294255021018,0.65063602790316,12185,9614,9614,12185,2
2018,"Romania","77","Basic iron and steel",0.202008497489378,0.202008497489378,0.202008497489378,2589,2066,2066,2589,1
2018,"Romania","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.214071701120205,0.232420722222505,0.254017031954287,4594188,3492494,3523006,4594188,16
2018,"Romania","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.0988226211156147,0.171298707202648,0.0187061768196228,764293,847645,847645,764293,4
2018,"Romania","86","Machinery and equipment",0.361913357400722,0.374117354228376,0.739044196574415,42854,11188,11188,42854,3
2018,"Romania","87","Motor vehicles, trailers and semi-trailers",0.581086407497701,0.581086407497701,0.581086407497701,68501,28696,28696,135671,1
2018,"Romania","93","Electric power generation, transmission and distribution",0.705129977876106,0.665089240972632,0.753363240363694,18838157,4647597,4794935,17762993,19
2018,"Romania","93_94","Aggregate (see variable gloria_sector)",0.791197084453209,0.791197084453209,0.798362980439345,1289783,260068,260068,1289783,2
2018,"Romania","94","Distribution of gaseous fuels through mains",0.594638726357328,0.518151182988063,0.706123582258439,2675999,831477,842335,2674066,23
2018,"Romania","105","Air transport",0.562168867753857,0.436046428340521,0.681987541099338,917898,314061,314061,917130,3
2018,"Romania","111","Information services",1,1,1,38349,0,28059,38349,3
2018,"Slovakia","40","Mining and quarrying n.e.c.; services to mining",0.457393733785671,0.609321563425161,0.655477603885591,27795,9576,20692,27795,3
2018,"Slovakia","47","Cereal products",0.300674206176599,0.300674206176599,0.300674206176599,55176,38586,38586,55176,1
2018,"Slovakia","52_53","Aggregate (see variable gloria_sector)",0.667263462333012,0.667263462333012,0.667263462333012,7261,2416,2416,7261,1
2018,"Slovakia","54","Dairy products",0,0,0,2511,3289,3289,2511,1
2018,"Slovakia","55","Alcoholic and other  beverages",0.202566964285714,0.202566964285714,0.202566964285714,5376,4287,4287,5376,1
2018,"Slovakia","57","Textiles and clothing",0,0,0,1054,1894,1894,1054,1
2018,"Slovakia","59","Sawmill products",0,0,0,9955,16337,25706,9955,2
2018,"Slovakia","60","Pulp and paper",0,0.0766601769734676,0.0318567961165049,141728,326781,326781,141728,5
2018,"Slovakia","63","Refined petroleum products",0,0,0,1032430,1096489,1096489,1032430,1
2018,"Slovakia","64","Nitrogenous fertilizers",0.268391457874256,0.268391457874256,0.436763996956187,1255005,706864,776567,1255005,2
2018,"Slovakia","66","Basic petrochemical products",0,0,0,91741,103909,103909,91741,1
2018,"Slovakia","66_67_68_70","Aggregate (see variable gloria_sector)",0.288371821971468,0.288371821971468,0.338512448519567,472024,312238,317243,472024,2
2018,"Slovakia","69","Pharmaceuticals and medicinal products",0,0,0,10606,14464,14464,10606,1
2018,"Slovakia","71","Rubber products",0.268182797242964,0.268182797242964,0.268182797242964,55712,40771,40771,55712,1
2018,"Slovakia","73","Clay building materials",0,0.124015864720393,0.132568249579426,60037,55530,55530,60037,5
2018,"Slovakia","73_74_75_76","Aggregate (see variable gloria_sector)",0.00257030541276081,0.0517185011314499,0.00717526546880613,437057,571608,571608,437057,4
2018,"Slovakia","74","Glass and other ceramics n.e.c.",0.0167690279430207,0.0651117376427038,0.0964875098903583,141552,132899,139733,141552,4
2018,"Slovakia","75","Cement, lime and plaster products",0.099417851667812,0.097186713180833,0.0931317275721754,2837948,2679468,2679468,2837948,9
2018,"Slovakia","76","Other non-metallic mineral products n.e.c.",0.35347464203655,0.35347464203655,0.35347464203655,65719,42489,42489,65719,1
2018,"Slovakia","77","Basic iron and steel",1,1,1,3720,0,3995,3720,1
2018,"Slovakia","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.157701154298676,0.1543391613869,0.0396595963577352,6345173,6093526,6114171,6345173,3
2018,"Slovakia","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.111204761011006,0.111204761011006,0.200275031768854,335234,268095,268095,335234,2
2018,"Slovakia","86","Machinery and equipment",0,0,0,796,1241,1241,796,1
2018,"Slovakia","87","Motor vehicles, trailers and semi-trailers",0.14288100781159,0.14288100781159,0.144718560253815,91405,78177,86577,91405,2
2018,"Slovakia","88","Other transport equipment",0,0,0,20675,22029,22029,20675,1
2018,"Slovakia","92","Furniture and other manufacturing n.e.c",0,0,0,3426,4568,4568,3426,1
2018,"Slovakia","93","Electric power generation, transmission and distribution",0.866455503831326,0.734691176290358,0.968981797473574,2653313,84792,125051,2653313,7
2018,"Slovakia","94","Distribution of gaseous fuels through mains",0.479316008641432,0.48624710780617,0.735753933507427,2333223,634295,647887,2333223,34
2018,"Slovakia","103","Transport via pipeline",0.755259836285962,0.723905941739711,0.461694223117671,295817,159240,159240,295817,4
2018,"Slovakia","105","Air transport",0.000497059067185817,0.000497059067185817,0.000497059067185817,12071,12065,12065,12071,1
2018,"Slovakia","111","Information services",1,1,1,42,0,0,42,1
2018,"Slovakia","117","Education",0.51699854298203,0.51699854298203,0.51699854298203,4118,1989,1989,4118,1
2018,"Slovenia","41_42_43_44_45","Aggregate (see variable gloria_sector)",0,0,0,5407,6353,6353,5407,1
2018,"Slovenia","55","Alcoholic and other  beverages",0.200169635284139,0.200169635284139,0.200169635284139,3537,2829,2829,3537,1
2018,"Slovenia","57","Textiles and clothing",0.00287150035893754,0.00287150035893754,0.00287150035893754,1393,1389,1389,1393,1
2018,"Slovenia","60","Pulp and paper",0.149198520345253,0.152650984253836,0.238518988810836,292962,227309,227309,292962,7
2018,"Slovenia","66","Basic petrochemical products",0,0,0,2354,5014,5014,2354,1
2018,"Slovenia","66_67_68_70","Aggregate (see variable gloria_sector)",0.00158084914182475,0.0133707252858632,0.0147895107002914,49765,77113,77113,49765,3
2018,"Slovenia","69","Pharmaceuticals and medicinal products",0.302745817745465,0.302745817745465,0.302745817745465,28334,19756,19756,28334,1
2018,"Slovenia","71","Rubber products",0,0,0,23945,27072,27072,23945,1
2018,"Slovenia","73","Clay building materials",0,0,0,11180,11449,11449,11180,1
2018,"Slovenia","74","Glass and other ceramics n.e.c.",0.145623891188646,0.167230698600829,0.192665232765849,54862,48992,48992,54862,3
2018,"Slovenia","75","Cement, lime and plaster products",0.0910120762527842,0.0910120762527842,0.167591760497612,737763,649463,649463,737763,2
2018,"Slovenia","76","Other non-metallic mineral products n.e.c.",0.627252225031505,0.627252225031505,0.563334305786623,126827,55381,61340,126827,2
2018,"Slovenia","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.237362637362637,0.261639957194623,0.255638076459634,228225,169882,169882,228225,3
2018,"Slovenia","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.25526773196917,0.25526773196917,0.220741401938127,226301,176347,182289,226301,2
2018,"Slovenia","85","Fabricated metal products",0.094568190699492,0.094568190699492,0.094568190699492,7677,6951,6951,7677,1
2018,"Slovenia","87","Motor vehicles, trailers and semi-trailers",0,0,0,16421,17971,17971,16421,1
2018,"Slovenia","93","Electric power generation, transmission and distribution",0.892712503751855,0.892712503751855,0.962091111760571,4554209,172645,172645,4554209,2
2018,"Slovenia","93_94","Aggregate (see variable gloria_sector)",0.651431379776385,0.651431379776385,0.651431379776385,16278,5674,5674,16278,1
2018,"Slovenia","94","Distribution of gaseous fuels through mains",0.453263624841572,0.507150774617541,0.542106365851776,90687,41578,41578,90687,7
2018,"Slovenia","105","Air transport",0.537556926955136,0.537556926955136,0.537556926955136,84099,38891,38891,84099,1
2018,"Slovenia","114","Professional, scientific and technical services",0.359770114942529,0.359770114942529,0.359770114942529,3480,2228,2228,3480,1
2018,"Spain","20","Raising of animals n.e.c.; services to agriculture",0.530082987551867,0.530082987551867,0.530082987551867,7712,3624,3624,7712,1
2018,"Spain","38","Chemical and fertilizer minerals",0.353367608045712,0.353367608045712,0.424933055638203,33610,19328,22960,33610,2
2018,"Spain","39","Extraction of salt",0.672600634641866,0.672600634641866,0.672600634641866,50107,16405,16405,50107,1
2018,"Spain","40","Mining and quarrying n.e.c.; services to mining",0,0.0555542455610837,0.0603725880433576,468292,507977,507977,468292,4
2018,"Spain","41_42_43_44_45","Aggregate (see variable gloria_sector)",0.813271506905595,0.813271506905595,0.823484391891245,104529,18451,30090,104529,2
2018,"Spain","46","Fish products",0.76553562910413,0.76553562910413,0.770091888614208,128634,29574,29574,128634,2
2018,"Spain","47","Cereal products",0.243844759492455,0.215442484086408,0.311274474124754,206085,178830,178830,206085,3
2018,"Spain","48_49","Aggregate (see variable gloria_sector)",0.496419681034353,0.438984578456301,0.557711420006626,371287,164216,187467,371285,18
2018,"Spain","50","Food products and feeds n.e.c.",0.559850564196401,0.520403747341935,0.699928124902946,450782,141072,159609,450782,11
2018,"Spain","51","Sugar refining; cocoa, chocolate and confectionery",0,0.002617576098093,0.00489033787788975,161952,233491,233491,161952,5
2018,"Spain","52_53","Aggregate (see variable gloria_sector)",0.447926807639997,0.516936779103346,0.571169340920522,506995,228916,233506,506995,16
2018,"Spain","54","Dairy products",0.668955886493012,0.495018707772683,0.671608313572325,179225,75521,75521,179225,8
2018,"Spain","55","Alcoholic and other  beverages",0.427877565982405,0.423977211780734,0.57296116579005,196399,92022,96308,196399,9
2018,"Spain","57","Textiles and clothing",0.198362322906438,0.261677018264621,0.38631113789294,59742,52774,52774,59742,4
2018,"Spain","59","Sawmill products",0.296374684739163,0.385371328273072,0.705954246535389,432011,200394,212340,432011,10
2018,"Spain","60","Pulp and paper",0.346618157764181,0.356183673091987,0.530597593205374,2879099,1659069,1731258,2876573,59
2018,"Spain","62","Coke oven products",0,0,0,28211,49488,49488,28211,2
2018,"Spain","63","Refined petroleum products",0.309812385525628,0.418916348211267,0.375574503435084,14199654,8866626,10589019,14199654,10
2018,"Spain","64","Nitrogenous fertilizers",0.489255827579901,0.499030506539807,0.365749626043527,1435996,964242,979941,1435996,10
2018,"Spain","65_70","Aggregate (see variable gloria_sector)",0,0.110249013261927,0.0830748064420405,370690,396498,405859,370690,16
2018,"Spain","66","Basic petrochemical products",0.0825922712648664,0.131706208314294,0.131353206892426,267424,598274,598274,267424,6
2018,"Spain","66_67_68_70","Aggregate (see variable gloria_sector)",0.22021929426451,0.287010457642278,0.238638958301221,6254092,5245602,5358428,6254092,41
2018,"Spain","69","Pharmaceuticals and medicinal products",0,0,0,9664,11410,11410,9664,1
2018,"Spain","70","Dyes, paints, glues, detergents and other chemical products",0.371930920010242,0.344589216538071,0.45932267710044,305674,173609,173609,305674,8
2018,"Spain","71","Rubber products",0,0.0167704224130524,0.0229873619265599,80392,208569,208569,80392,7
2018,"Spain","73","Clay building materials",0.0311418685121107,0.200298670723848,0.355106825750407,3357477,2469015,3000953,3358944,165
2018,"Spain","73_74_75_76","Aggregate (see variable gloria_sector)",0.149179199420962,0.324589599710481,0.866515779569209,117969,22256,108812,117969,4
2018,"Spain","74","Glass and other ceramics n.e.c.",0.232882559691936,0.295383562070986,0.312821645566556,1652440,1151720,1213618,1652351,27
2018,"Spain","75","Cement, lime and plaster products",0.0145709558547041,0.123936833254582,0.103966681347224,17435759,18199385,18238052,17435759,53
2018,"Spain","76","Other non-metallic mineral products n.e.c.",0.762194764354259,0.693673508851917,0.843074906548862,82396,12930,34186,82396,4
2018,"Spain","77","Basic iron and steel",0.0321962131501158,0.0321962131501158,0.0383079847908745,63120,62237,62237,63120,2
2018,"Spain","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0.102103483245973,0.0240953013929457,7945823,9166626,9180127,7945823,33
2018,"Spain","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.0877676791216759,0.11968455297075,0.118420873134262,1685995,1519757,1523540,1685995,11
2018,"Spain","85","Fabricated metal products",1,1,1,6047,0,0,6047,1
2018,"Spain","87","Motor vehicles, trailers and semi-trailers",0.00963350221868998,0.116864552228105,0.226642217029961,439543,369487,406930,439543,12
2018,"Spain","91","Electrical equipment",0.215129310228548,0.215129310228548,0.218958862003646,111916,87411,87411,111916,2
2018,"Spain","93","Electric power generation, transmission and distribution",0.802987651962532,0.726673852015545,0.746911547127987,3060432,774956,805143,3060432,46
2018,"Spain","93_94","Aggregate (see variable gloria_sector)",0.817022223037545,0.817022223037545,0.877792563916445,49596,6061,6061,49596,2
2018,"Spain","94","Distribution of gaseous fuels through mains",0.477777342218738,0.477777342218738,0.733040764579676,51270,13687,13687,51270,2
2018,"Spain","95","Water collection, treatment and supply; sewerage",0.679736544200885,0.679736544200885,0.679736544200885,9717,3112,3112,9717,1
2018,"Spain","99","Civil engineering construction",0.171840354767184,0.258170491099356,0.313774597495528,2795,2418,2418,2795,3
2018,"Spain","103","Transport via pipeline",0.917752808988764,0.810282940781655,0.691357936172196,139469,43046,55307,139469,17
2018,"Spain","105","Air transport",0.623562026600774,0.567308694927683,0.543254683783262,7526341,3453242,3453242,7526341,28
2018,"Spain","106","Services to transport",0.724492632749513,0.578414780549856,0.491244454821387,34264,17465,17465,34264,7
2018,"Sweden","28","Iron ores",0,0,0,216444,270493,270493,216444,2
2018,"Sweden","48_49","Aggregate (see variable gloria_sector)",0.558921694480103,0.558921694480103,0.558921694480103,15580,6872,6872,15580,1
2018,"Sweden","51","Sugar refining; cocoa, chocolate and confectionery",0.158754828564869,0.158754828564869,0.0929321363359708,105152,95380,95380,105152,2
2018,"Sweden","52_53","Aggregate (see variable gloria_sector)",0,0,0,6090,29492,29492,6090,1
2018,"Sweden","55","Alcoholic and other  beverages",0,0,0,918,25165,25165,918,1
2018,"Sweden","59","Sawmill products",0,0.333333333333333,0.00340819715109674,34329,69460,88430,34329,6
2018,"Sweden","60","Pulp and paper",0,0.064932676893945,0.127474295795683,786739,3165192,3605796,782059,44
2018,"Sweden","63","Refined petroleum products",0.123255121083676,0.136495985515817,0.159245362022765,3018719,2538002,2538002,2875171,5
2018,"Sweden","64","Nitrogenous fertilizers",0,0,0,30624,70682,70682,30624,1
2018,"Sweden","66","Basic petrochemical products",0,0.0635396413912292,0.129759121189394,90668,159590,159590,90668,3
2018,"Sweden","66_67_68_70","Aggregate (see variable gloria_sector)",0,0.0487305090500271,0.138812953169517,1039622,1078801,1078801,1039621,8
2018,"Sweden","69","Pharmaceuticals and medicinal products",0.348212841662623,0.348212841662623,0.348212841662623,6183,4030,4030,6183,1
2018,"Sweden","70","Dyes, paints, glues, detergents and other chemical products",0.229097861985051,0.229097861985051,0.229097861985051,23012,17740,17740,23012,1
2018,"Sweden","73","Clay building materials",0.320473522290896,0.320473522290896,0.32584392810171,9124,6151,6151,9124,2
2018,"Sweden","73_74_75_76","Aggregate (see variable gloria_sector)",0.0639929870699101,0.0639929870699101,0.0639929870699101,4563,4271,4271,4563,1
2018,"Sweden","74","Glass and other ceramics n.e.c.",0.259481351249529,0.329370135895921,0.320957609932235,101085,68641,68641,101085,3
2018,"Sweden","75","Cement, lime and plaster products",0.238020045821414,0.20643384705987,0.276608263278311,3064377,2285837,2309514,3064377,13
2018,"Sweden","76","Other non-metallic mineral products n.e.c.",0.404058383766465,0.295370656475574,0.370384706532902,126590,89582,89582,126590,3
2018,"Sweden","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.0952742226327132,0.160130644189271,0.0273497863552684,3680175,5677373,5687463,3689029,19
2018,"Sweden","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.187417919932218,0.230870933904595,0.243419259489996,590701,446913,473280,567449,3
2018,"Sweden","85","Fabricated metal products",1,1,1,11181,0,6257,11181,1
2018,"Sweden","87","Motor vehicles, trailers and semi-trailers",0.351432044410473,0.425716022205237,0.129094028004947,50134,56059,56059,50134,4
2018,"Sweden","93","Electric power generation, transmission and distribution",0.960849053935038,0.960849053935038,0.960849053935038,2120996,83039,83039,2120996,1
2018,"Sweden","94","Distribution of gaseous fuels through mains",0.394920186935806,0.44524913531198,0.45953236800327,4129572,3683815,3955689,4129241,354
2018,"Sweden","96","Waste collection, treatment, and disposal",0.296488796488797,0.22796161199874,0.350158577032582,234271,152337,152337,234271,3
2018,"Sweden","97","Materials recovery",1,1,1,11446,0,3714,11446,1
2018,"Sweden","105","Air transport",0.517493060383625,0.472215631795979,0.48067987488132,2860644,1533007,1533007,2860644,10
2018,"Sweden","111","Information services",1,0.777777777777778,0.949521868631447,6379,11785,59743,6335,9
2018,"United Kingdom","6_7","Aggregate (see variable gloria_sector)",0.745896759928565,0.765951025851363,0.761147384345887,50236,11999,11999,50236,3
2018,"United Kingdom","11","Growing grapes",0.306112348428607,0.306112348428607,0.306112348428607,8082,5608,5608,8082,1
2018,"United Kingdom","24","Hard coal",1,1,1,15643,0,0,15643,1
2018,"United Kingdom","26","Petroleum extraction",0.495037611188971,0.477761505963177,0.486391218746363,14478115,7979147,8228647,14545067,101
2018,"United Kingdom","27","Gas extraction",1,1,1,325763,0,274215,325763,2
2018,"United Kingdom","37","Quarrying of stone, sand and clay",0.650955414012739,0.510605350109013,0.254041170185869,490452,369165,369165,490418,13
2018,"United Kingdom","38","Chemical and fertilizer minerals",0,0,0,14747,18039,18039,14747,1
2018,"United Kingdom","39","Extraction of salt",0.17765628714048,0.17765628714048,0.17765628714048,63105,51894,51894,63105,1
2018,"United Kingdom","40","Mining and quarrying n.e.c.; services to mining",0,0,0,53965,117034,117034,53965,1
2018,"United Kingdom","41_42_43_44_45","Aggregate (see variable gloria_sector)",0.718515493389147,0.718515493389147,0.718515493389147,19589,5514,5514,19589,1
2018,"United Kingdom","47","Cereal products",0.4515595162317,0.555977721836083,0.525040625966019,352607,167474,201886,352599,7
2018,"United Kingdom","48_49","Aggregate (see variable gloria_sector)",0.401789888465905,0.378019206880884,0.388970789295353,168226,102791,102791,168226,7
2018,"United Kingdom","50","Food products and feeds n.e.c.",0.607817738494361,0.573032330454191,0.514176106640489,232257,112836,112836,232333,11
2018,"United Kingdom","51","Sugar refining; cocoa, chocolate and confectionery",0.556485013477928,0.491485960198198,0.522461186240157,1016843,505937,505937,1017243,8
2018,"United Kingdom","52_53","Aggregate (see variable gloria_sector)",0.721586261997268,0.702229000949132,0.607103985173076,228773,89884,125490,228766,8
2018,"United Kingdom","54","Dairy products",0.21198765976201,0.247563712226074,0.347074339366954,82648,65797,65797,82660,7
2018,"United Kingdom","55","Alcoholic and other  beverages",0.465448404547389,0.392325315134231,0.398757880869483,371945,250929,252890,371923,18
2018,"United Kingdom","57","Textiles and clothing",0,0,0,3502,3949,3949,3502,1
2018,"United Kingdom","59","Sawmill products",0.181391092129347,0.255974842623749,0.54455468380609,260141,149308,149308,256394,6
2018,"United Kingdom","60","Pulp and paper",0.323411604520488,0.38298135165484,0.46569826951988,1000416,674809,819849,993596,28
2018,"United Kingdom","63","Refined petroleum products",0.246267234086433,0.221743413601568,0.233038477583948,12140965,9483936,9483936,12059787,9
2018,"United Kingdom","64","Nitrogenous fertilizers",0,0.0103224367633549,0.015682447008066,1705920,1847816,1847816,1713882,3
2018,"United Kingdom","65_70","Aggregate (see variable gloria_sector)",0.223495001892495,0.223495001892495,0.2138330991542,72594,57071,57071,72594,2
2018,"United Kingdom","66","Basic petrochemical products",0.361288901195062,0.34282960227828,0.27647119266055,340625,249269,249269,340625,6
2018,"United Kingdom","66_67_68_70","Aggregate (see variable gloria_sector)",0.180958888509281,0.233583674036945,0.264952443472902,4298779,3560760,3749388,4170093,25
2018,"United Kingdom","69","Pharmaceuticals and medicinal products",0.227780620948482,0.252368272283498,0.247047019004277,349816,279789,279789,349263,12
2018,"United Kingdom","70","Dyes, paints, glues, detergents and other chemical products",0.366915827104322,0.349249660166067,0.360469871008513,107604,68816,68816,107595,5
2018,"United Kingdom","71","Rubber products",0,0.0481391794184828,0.0688833185884203,40692,57115,57115,41462,3
2018,"United Kingdom","72","Plastic products",0.65487595507385,0.65487595507385,0.65487595507385,76303,26334,26334,76303,1
2018,"United Kingdom","73","Clay building materials",0.317660016077755,0.326165962440837,0.375740026992081,565351,372572,387414,565113,22
2018,"United Kingdom","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,1469,2212,2212,1469,1
2018,"United Kingdom","74","Glass and other ceramics n.e.c.",0.294711284703895,0.247696136729786,0.276063884138902,1624566,1221593,1223595,1624615,21
2018,"United Kingdom","75","Cement, lime and plaster products",0.152767832863598,0.181492060427001,0.138685213721212,8017805,7279749,7281849,8019235,26
2018,"United Kingdom","76","Other non-metallic mineral products n.e.c.",0.61389390311451,0.608861784530077,0.509271774841382,207889,102017,102017,208607,10
2018,"United Kingdom","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0.109356901878114,0.0190419782105835,11626103,12038709,12726146,11096211,23
2018,"United Kingdom","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.227224906396184,0.352919519782189,0.510657525422169,543325,265872,265872,543309,6
2018,"United Kingdom","85","Fabricated metal products",0.214446698219518,0.283109216435676,0.16379434151946,55704,55542,55542,55704,4
2018,"United Kingdom","86","Machinery and equipment",0,0,0,7602,8544,8544,7602,1
2018,"United Kingdom","87","Motor vehicles, trailers and semi-trailers",0.0302983629642669,0.117749556677998,0.160386070971508,364907,341105,341105,364907,13
2018,"United Kingdom","88","Other transport equipment",0,0.227602004930803,0.218327392066995,141384,122927,122927,141384,9
2018,"United Kingdom","90","Computers; electronic products; optical and precision instruments",0.118649416219628,0.118649416219628,0.118649416219628,3169,2793,2793,3169,1
2018,"United Kingdom","93","Electric power generation, transmission and distribution",0.92616127368437,0.766417336374084,0.84114869396864,893049,141862,190741,888549,7
2018,"United Kingdom","93_94","Aggregate (see variable gloria_sector)",0.753623188405797,0.584541062801932,0.583525848349505,38958,17764,24013,38958,3
2018,"United Kingdom","94","Distribution of gaseous fuels through mains",0.581722425040397,0.545390472026031,0.600626678736697,1343272,638789,646599,1344603,57
2018,"United Kingdom","95","Water collection, treatment and supply; sewerage",0.262202411458474,0.438271123737898,0.794114719835451,30143,14847,20591,30143,10
2018,"United Kingdom","96","Waste collection, treatment, and disposal",1,1,1,34137,0,11679,34137,1
2018,"United Kingdom","103","Transport via pipeline",0.70498753117207,0.70498753117207,0.70498753117207,4010,1183,1183,4010,1
2018,"United Kingdom","105","Air transport",0.933226495726496,0.737248976899505,0.143334501404721,4117899,3614499,3614499,4221294,26
2018,"United Kingdom","106","Services to transport",0.634379671150972,0.578248962276609,0.565213300464801,53141,23105,23105,50678,5
2018,"United Kingdom","109","Publishing",0.872132074216932,0.872132074216932,0.751373892804034,30934,7691,8009,30934,2
2018,"United Kingdom","110","Telecommunications",0.694545454545455,0.572770845712022,0.569727891156463,588,253,253,588,3
2018,"United Kingdom","111","Information services",0.696343402225755,0.604585581853602,0.69811320754717,901,272,23081,901,5
2018,"United Kingdom","112","Finance and insurance",0.684014869888476,0.748041226665762,0.679562657695542,1189,381,381,1189,3
2018,"United Kingdom","113","Property and real estate",0.687455197132616,0.687455197132616,0.683060109289617,183,58,58,183,2
2018,"United Kingdom","114","Professional, scientific and technical services",0.759106232713845,0.742719279569308,0.771059070255156,60081,13755,13755,60081,4
2018,"United Kingdom","116","Government; social security; defence; public order",0.737979306147292,0.686106087462856,0.704383385717665,59178,17494,17494,59223,7
2018,"United Kingdom","117","Education",0.782988038358991,0.764248101921476,0.780035456157098,124661,27421,27421,123146,6
2018,"United Kingdom","118","Human health and social work activities",0.817668343482482,0.806857521325257,0.849677728652853,56319,8466,15142,56319,7
2019,"Austria","26","Petroleum extraction",0,0,0,24023,25718,26220,24023,3
2019,"Austria","27","Gas extraction",0.213964624254862,0.21801822581152,0.212756283830694,162759,130227,130227,162759,5
2019,"Austria","40","Mining and quarrying n.e.c.; services to mining",0.243172009475015,0.243172009475015,0.125383874612334,263758,230687,238573,263758,2
2019,"Austria","47","Cereal products",0.335659341704386,0.335659341704386,0.314757029981205,109602,75104,80933,109602,2
2019,"Austria","48_49","Aggregate (see variable gloria_sector)",0.836358839050132,0.836358839050132,0.836358839050132,18950,3101,3101,18950,1
2019,"Austria","51","Sugar refining; cocoa, chocolate and confectionery",0,0,0,110678,149768,149768,110678,2
2019,"Austria","52_53","Aggregate (see variable gloria_sector)",0,0,0,17775,21811,21811,17775,1
